Points_0,Points_1,Points_2,p
-0.05,-0.05,0,0
-0.05,-0.048,0,-0.0291645
-0.05,-0.046,0,-0.0272143
-0.05,-0.044,0,-0.0263652
-0.05,-0.042,0,-0.023907
-0.05,-0.04,0,-0.0207773
-0.05,-0.038,0,-0.0174993
-0.05,-0.036,0,-0.0142116
-0.05,-0.034,0,-0.0111303
-0.05,-0.032,0,-0.00836471
-0.05,-0.03,0,-0.00602039
-0.05,-0.028,0,-0.00417732
-0.05,-0.026,0,-0.00290781
-0.05,-0.024,0,-0.00227732
-0.05,-0.022,0,-0.00234906
-0.05,-0.02,0,-0.00318606
-0.05,-0.018,0,-0.00485309
-0.05,-0.016,0,-0.00741817
-0.05,-0.014,0,-0.0109537
-0.05,-0.012,0,-0.0155375
-0.05,-0.01,0,-0.0212538
-0.05,-0.008,0,-0.0281943
-0.05,-0.006,0,-0.0364589
-0.05,-0.004,0,-0.0461574
-0.05,-0.002,0,-0.0574105
-0.05,0,0,-0.0703525
-0.05,0.002,0,-0.0851329
-0.05,0.004,0,-0.101921
-0.05,0.006,0,-0.120909
-0.05,0.008,0,-0.14232
-0.05,0.01,0,-0.166414
-0.05,0.012,0,-0.193502
-0.05,0.014,0,-0.22396
-0.05,0.016,0,-0.258251
-0.05,0.018,0,-0.296955
-0.05,0.02,0,-0.340814
-0.05,0.022,0,-0.390794
-0.05,0.024,0,-0.448168
-0.05,0.026,0,-0.514696
-0.05,0.028,0,-0.592701
-0.05,0.03,0,-0.685874
-0.05,0.032,0,-0.79839
-0.05,0.034,0,-0.940598
-0.05,0.036,0,-1.11603
-0.05,0.038,0,-1.37282
-0.05,0.04,0,-1.66007
-0.05,0.042,0,-2.33653
-0.05,0.044,0,-2.67652
-0.05,0.046,0,-6.13998
-0.05,0.048,0,-5.95844
-0.05,0.05,0,-57.2922
-0.048,-0.05,0,0
-0.048,-0.048,0,-0.030218
-0.048,-0.046,0,-0.0254689
-0.048,-0.044,0,-0.0267293
-0.048,-0.042,0,-0.0246217
-0.048,-0.04,0,-0.0224821
-0.048,-0.038,0,-0.0199121
-0.048,-0.036,0,-0.0173637
-0.048,-0.034,0,-0.0149529
-0.048,-0.032,0,-0.0128306
-0.048,-0.03,0,-0.0110988
-0.048,-0.028,0,-0.00984806
-0.048,-0.026,0,-0.00915632
-0.048,-0.024,0,-0.00909541
-0.048,-0.022,0,-0.00973376
-0.048,-0.02,0,-0.0111392
-0.048,-0.018,0,-0.0133806
-0.048,-0.016,0,-0.0165299
-0.048,-0.014,0,-0.020663
-0.048,-0.012,0,-0.0258611
-0.048,-0.01,0,-0.0322118
-0.048,-0.008,0,-0.0398104
-0.048,-0.006,0,-0.0487611
-0.048,-0.004,0,-0.0591783
-0.048,-0.002,0,-0.071189
-0.048,0,0,-0.0849347
-0.048,0.002,0,-0.100575
-0.048,0.004,0,-0.118291
-0.048,0.006,0,-0.138291
-0.048,0.008,0,-0.160818
-0.048,0.01,0,-0.186161
-0.048,0.012,0,-0.214663
-0.048,0.014,0,-0.246748
-0.048,0.016,0,-0.282936
-0.048,0.018,0,-0.323886
-0.048,0.02,0,-0.370445
-0.048,0.022,0,-0.423715
-0.048,0.024,0,-0.485173
-0.048,0.026,0,-0.556803
-0.048,0.028,0,-0.641429
-0.048,0.03,0,-0.742875
-0.048,0.032,0,-0.867403
-0.048,0.034,0,-1.02246
-0.048,0.036,0,-1.2266
-0.048,0.038,0,-1.48903
-0.048,0.04,0,-1.89746
-0.048,0.042,0,-2.38742
-0.048,0.044,0,-3.59954
-0.048,0.046,0,-4.44815
-0.048,0.048,0,-10.5039
-0.048,0.05,0,-1.1517
-0.046,-0.05,0,0
-0.046,-0.048,0,-0.0351063
-0.046,-0.046,0,-0.0260641
-0.046,-0.044,0,-0.0280136
-0.046,-0.042,0,-0.0260064
-0.046,-0.04,0,-0.0243968
-0.046,-0.038,0,-0.0223479
-0.046,-0.036,0,-0.0203512
-0.046,-0.034,0,-0.0184864
-0.046,-0.032,0,-0.0169011
-0.046,-0.03,0,-0.0156949
-0.046,-0.028,0,-0.0149597
-0.046,-0.026,0,-0.0147754
-0.046,-0.024,0,-0.0152167
-0.046,-0.022,0,-0.016355
-0.046,-0.02,0,-0.0182608
-0.046,-0.018,0,-0.0210059
-0.046,-0.016,0,-0.0246645
-0.046,-0.014,0,-0.0293149
-0.046,-0.012,0,-0.0350407
-0.046,-0.01,0,-0.0419317
-0.046,-0.008,0,-0.0500856
-0.046,-0.006,0,-0.059609
-0.046,-0.004,0,-0.0706198
-0.046,-0.002,0,-0.0832483
-0.046,0,0,-0.0976406
-0.046,0.002,0,-0.113962
-0.046,0.004,0,-0.1324
-0.046,0.006,0,-0.153173
-0.046,0.008,0,-0.176535
-0.046,0.01,0,-0.202787
-0.046,0.012,0,-0.232291
-0.046,0.014,0,-0.26549
-0.046,0.016,0,-0.30293
-0.046,0.018,0,-0.345302
-0.046,0.02,0,-0.393483
-0.046,0.022,0,-0.448616
-0.046,0.024,0,-0.512206
-0.046,0.026,0,-0.586284
-0.046,0.028,0,-0.673606
-0.046,0.03,0,-0.778088
-0.046,0.032,0,-0.905124
-0.046,0.034,0,-1.06324
-0.046,0.036,0,-1.2632
-0.046,0.038,0,-1.52809
-0.046,0.04,0,-1.87258
-0.046,0.042,0,-2.38589
-0.046,0.044,0,-2.97279
-0.046,0.046,0,-4.07697
-0.046,0.048,0,-3.54584
-0.046,0.05,0,-4.53621
-0.044,-0.05,0,0
-0.044,-0.048,0,-0.0394022
-0.044,-0.046,0,-0.0280633
-0.044,-0.044,0,-0.0299608
-0.044,-0.042,0,-0.0278702
-0.044,-0.04,0,-0.0265078
-0.044,-0.038,0,-0.0247885
-0.044,-0.036,0,-0.0231879
-0.044,-0.034,0,-0.0217445
-0.044,-0.032,0,-0.0205933
-0.044,-0.03,0,-0.0198245
-0.044,-0.028,0,-0.0195262
-0.044,-0.026,0,-0.0197769
-0.044,-0.024,0,-0.020651
-0.044,-0.022,0,-0.0222205
-0.044,-0.02,0,-0.0245571
-0.044,-0.018,0,-0.0277336
-0.044,-0.016,0,-0.0318255
-0.044,-0.014,0,-0.0369122
-0.044,-0.012,0,-0.0430783
-0.044,-0.01,0,-0.0504148
-0.044,-0.008,0,-0.0590201
-0.044,-0.006,0,-0.0690021
-0.044,-0.004,0,-0.0804794
-0.044,-0.002,0,-0.0935835
-0.044,0,0,-0.108462
-0.044,0.002,0,-0.12528
-0.044,0.004,0,-0.144229
-0.044,0.006,0,-0.165526
-0.044,0.008,0,-0.189427
-0.044,0.01,0,-0.216234
-0.044,0.012,0,-0.246306
-0.044,0.014,0,-0.280082
-0.044,0.016,0,-0.3181
-0.044,0.018,0,-0.361027
-0.044,0.02,0,-0.409708
-0.044,0.022,0,-0.465222
-0.044,0.024,0,-0.528964
-0.044,0.026,0,-0.602759
-0.044,0.028,0,-0.689033
-0.044,0.03,0,-0.791015
-0.044,0.032,0,-0.91312
-0.044,0.034,0,-1.06111
-0.044,0.036,0,-1.24327
-0.044,0.038,0,-1.46814
-0.044,0.04,0,-1.75062
-0.044,0.042,0,-2.08088
-0.044,0.044,0,-2.47646
-0.044,0.046,0,-2.6712
-0.044,0.048,0,-2.84299
-0.044,0.05,0,-1.2888
-0.042,-0.05,0,0
-0.042,-0.048,0,-0.0438154
-0.042,-0.046,0,-0.0303997
-0.042,-0.044,0,-0.0322962
-0.042,-0.042,0,-0.0299803
-0.042,-0.04,0,-0.0287138
-0.042,-0.038,0,-0.0271793
-0.042,-0.036,0,-0.0258488
-0.042,-0.034,0,-0.0247189
-0.042,-0.032,0,-0.0239078
-0.042,-0.03,0,-0.0234933
-0.042,-0.028,0,-0.0235564
-0.042,-0.026,0,-0.0241711
-0.042,-0.024,0,-0.0254096
-0.042,-0.022,0,-0.0273426
-0.042,-0.02,0,-0.0300411
-0.042,-0.018,0,-0.0335778
-0.042,-0.016,0,-0.038028
-0.042,-0.014,0,-0.0434712
-0.042,-0.012,0,-0.0499918
-0.042,-0.01,0,-0.0576805
-0.042,-0.008,0,-0.0666354
-0.042,-0.006,0,-0.0769636
-0.042,-0.004,0,-0.0887825
-0.042,-0.002,0,-0.102222
-0.042,0,0,-0.117428
-0.042,0.002,0,-0.134563
-0.042,0.004,0,-0.153812
-0.042,0.006,0,-0.175388
-0.042,0.008,0,-0.199538
-0.042,0.01,0,-0.22655
-0.042,0.012,0,-0.256766
-0.042,0.014,0,-0.290597
-0.042,0.016,0,-0.328538
-0.042,0.018,0,-0.371196
-0.042,0.02,0,-0.419322
-0.042,0.022,0,-0.47385
-0.042,0.024,0,-0.535947
-0.042,0.026,0,-0.607086
-0.042,0.028,0,-0.689114
-0.042,0.03,0,-0.78434
-0.042,0.032,0,-0.895558
-0.042,0.034,0,-1.02606
-0.042,0.036,0,-1.17899
-0.042,0.038,0,-1.35685
-0.042,0.04,0,-1.55567
-0.042,0.042,0,-1.7651
-0.042,0.044,0,-1.9275
-0.042,0.046,0,-2.00048
-0.042,0.048,0,-1.68891
-0.042,0.05,0,-1.39945
-0.04,-0.05,0,0
-0.04,-0.048,0,-0.0480694
-0.04,-0.046,0,-0.0328347
-0.04,-0.044,0,-0.0347319
-0.04,-0.042,0,-0.0321546
-0.04,-0.04,0,-0.0308956
-0.04,-0.038,0,-0.0294491
-0.04,-0.036,0,-0.0282937
-0.04,-0.034,0,-0.0273886
-0.04,-0.032,0,-0.0268366
-0.04,-0.03,0,-0.0267017
-0.04,-0.028,0,-0.0270561
-0.04,-0.026,0,-0.027968
-0.04,-0.024,0,-0.0295056
-0.04,-0.022,0,-0.0317367
-0.04,-0.02,0,-0.0347306
-0.04,-0.018,0,-0.0385584
-0.04,-0.016,0,-0.0432945
-0.04,-0.014,0,-0.049017
-0.04,-0.012,0,-0.0558092
-0.04,-0.01,0,-0.0637602
-0.04,-0.008,0,-0.0729665
-0.04,-0.006,0,-0.0835326
-0.04,-0.004,0,-0.095573
-0.04,-0.002,0,-0.109214
-0.04,0,0,-0.124595
-0.04,0.002,0,-0.141873
-0.04,0.004,0,-0.161223
-0.04,0.006,0,-0.182845
-0.04,0.008,0,-0.206968
-0.04,0.01,0,-0.233858
-0.04,0.012,0,-0.263823
-0.04,0.014,0,-0.297227
-0.04,0.016,0,-0.3345
-0.04,0.018,0,-0.376157
-0.04,0.02,0,-0.422811
-0.04,0.022,0,-0.475198
-0.04,0.024,0,-0.534197
-0.04,0.026,0,-0.600842
-0.04,0.028,0,-0.676326
-0.04,0.03,0,-0.761951
-0.04,0.032,0,-0.858998
-0.04,0.034,0,-0.968366
-0.04,0.036,0,-1.08989
-0.04,0.038,0,-1.22057
-0.04,0.04,0,-1.35242
-0.04,0.042,0,-1.46531
-0.04,0.044,0,-1.529
-0.04,0.046,0,-1.4773
-0.04,0.048,0,-1.3095
-0.04,0.05,0,-0.875955
-0.038,-0.05,0,0
-0.038,-0.048,0,-0.0520795
-0.038,-0.046,0,-0.0351725
-0.038,-0.044,0,-0.0370876
-0.038,-0.042,0,-0.0342416
-0.038,-0.04,0,-0.032944
-0.038,-0.038,0,-0.031524
-0.038,-0.036,0,-0.030475
-0.038,-0.034,0,-0.0297259
-0.038,-0.032,0,-0.0293659
-0.038,-0.03,0,-0.0294458
-0.038,-0.028,0,-0.030029
-0.038,-0.026,0,-0.0311769
-0.038,-0.024,0,-0.0329527
-0.038,-0.022,0,-0.0354206
-0.038,-0.02,0,-0.0386469
-0.038,-0.018,0,-0.0427004
-0.038,-0.016,0,-0.0476533
-0.038,-0.014,0,-0.0535817
-0.038,-0.012,0,-0.0605667
-0.038,-0.01,0,-0.0686949
-0.038,-0.008,0,-0.0780595
-0.038,-0.006,0,-0.0887615
-0.038,-0.004,0,-0.10091
-0.038,-0.002,0,-0.114626
-0.038,0,0,-0.130041
-0.038,0.002,0,-0.1473
-0.038,0.004,0,-0.166566
-0.038,0.006,0,-0.18802
-0.038,0.008,0,-0.211868
-0.038,0.01,0,-0.238342
-0.038,0.012,0,-0.267708
-0.038,0.014,0,-0.300269
-0.038,0.016,0,-0.336374
-0.038,0.018,0,-0.376424
-0.038,0.02,0,-0.420877
-0.038,0.022,0,-0.470248
-0.038,0.024,0,-0.525105
-0.038,0.026,0,-0.586043
-0.038,0.028,0,-0.65363
-0.038,0.03,0,-0.72829
-0.038,0.032,0,-0.81007
-0.038,0.034,0,-0.898235
-0.038,0.036,0,-0.990503
-0.038,0.038,0,-1.08192
-0.038,0.04,0,-1.16284
-0.038,0.042,0,-1.21778
-0.038,0.044,0,-1.22192
-0.038,0.046,0,-1.15321
-0.038,0.048,0,-0.974196
-0.038,0.05,0,-0.738513
-0.036,-0.05,0,0
-0.036,-0.048,0,-0.0556825
-0.036,-0.046,0,-0.0372945
-0.036,-0.044,0,-0.0392257
-0.036,-0.042,0,-0.0361253
-0.036,-0.04,0,-0.0347662
-0.036,-0.038,0,-0.0333362
-0.036,-0.036,0,-0.0323467
-0.036,-0.034,0,-0.0317018
-0.036,-0.032,0,-0.0314799
-0.036,-0.03,0,-0.0317204
-0.036,-0.028,0,-0.0324779
-0.036,-0.026,0,-0.0338071
-0.036,-0.024,0,-0.0357657
-0.036,-0.022,0,-0.0384137
-0.036,-0.02,0,-0.0418138
-0.036,-0.018,0,-0.0460318
-0.036,-0.016,0,-0.051137
-0.036,-0.014,0,-0.0572026
-0.036,-0.012,0,-0.0643067
-0.036,-0.01,0,-0.0725324
-0.036,-0.008,0,-0.0819688
-0.036,-0.006,0,-0.0927118
-0.036,-0.004,0,-0.104865
-0.036,-0.002,0,-0.11854
-0.036,0,0,-0.133858
-0.036,0.002,0,-0.150953
-0.036,0.004,0,-0.16997
-0.036,0.006,0,-0.191068
-0.036,0.008,0,-0.214423
-0.036,0.01,0,-0.240231
-0.036,0.012,0,-0.268705
-0.036,0.014,0,-0.300083
-0.036,0.016,0,-0.334625
-0.036,0.018,0,-0.372612
-0.036,0.02,0,-0.414341
-0.036,0.022,0,-0.46011
-0.036,0.024,0,-0.510196
-0.036,0.026,0,-0.564804
-0.036,0.028,0,-0.623984
-0.036,0.03,0,-0.687488
-0.036,0.032,0,-0.754534
-0.036,0.034,0,-0.823434
-0.036,0.036,0,-0.891046
-0.036,0.038,0,-0.952013
-0.036,0.04,0,-0.99803
-0.036,0.042,0,-1.01716
-0.036,0.044,0,-0.99538
-0.036,0.046,0,-0.917369
-0.036,0.048,0,-0.7807
-0.036,0.05,0,-0.577478
-0.034,-0.05,0,0
-0.034,-0.048,0,-0.058747
-0.034,-0.046,0,-0.0391011
-0.034,-0.044,0,-0.0410422
-0.034,-0.042,0,-0.0377147
-0.034,-0.04,0,-0.0362866
-0.034,-0.038,0,-0.034828
-0.034,-0.036,0,-0.0338671
-0.034,-0.034,0,-0.0332892
-0.034,-0.032,0,-0.0331638
-0.034,-0.03,0,-0.0335203
-0.034,-0.028,0,-0.0344059
-0.034,-0.026,0,-0.0358685
-0.034,-0.024,0,-0.0379604
-0.034,-0.022,0,-0.0407371
-0.034,-0.02,0,-0.0442573
-0.034,-0.018,0,-0.0485833
-0.034,-0.016,0,-0.0537809
-0.034,-0.014,0,-0.0599201
-0.034,-0.012,0,-0.0670751
-0.034,-0.01,0,-0.0753249
-0.034,-0.008,0,-0.0847537
-0.034,-0.006,0,-0.0954513
-0.034,-0.004,0,-0.107514
-0.034,-0.002,0,-0.121044
-0.034,0,0,-0.136151
-0.034,0.002,0,-0.152954
-0.034,0.004,0,-0.171578
-0.034,0.006,0,-0.192159
-0.034,0.008,0,-0.214841
-0.034,0.01,0,-0.239777
-0.034,0.012,0,-0.26713
-0.034,0.014,0,-0.297068
-0.034,0.016,0,-0.329761
-0.034,0.018,0,-0.365375
-0.034,0.02,0,-0.404055
-0.034,0.022,0,-0.445906
-0.034,0.024,0,-0.490957
-0.034,0.026,0,-0.539099
-0.034,0.028,0,-0.59
-0.034,0.03,0,-0.642968
-0.034,0.032,0,-0.69675
-0.034,0.034,0,-0.749262
-0.034,0.036,0,-0.797242
-0.034,0.038,0,-0.835894
-0.034,0.04,0,-0.858632
-0.034,0.042,0,-0.857356
-0.034,0.044,0,-0.823221
-0.034,0.046,0,-0.749787
-0.034,0.048,0,-0.632774
-0.034,0.05,0,-0.483003
-0.032,-0.05,0,0
-0.032,-0.048,0,-0.0611599
-0.032,-0.046,0,-0.0405151
-0.032,-0.044,0,-0.0424557
-0.032,-0.042,0,-0.0389391
-0.032,-0.04,0,-0.0374454
-0.032,-0.038,0,-0.0359521
-0.032,-0.036,0,-0.0350021
-0.032,-0.034,0,-0.0344655
-0.032,-0.032,0,-0.0344053
-0.032,-0.03,0,-0.0348424
-0.032,-0.028,0,-0.0358174
-0.032,-0.026,0,-0.0373721
-0.032,-0.024,0,-0.0395537
-0.032,-0.022,0,-0.0424129
-0.032,-0.02,0,-0.0460046
-0.032,-0.018,0,-0.0503871
-0.032,-0.016,0,-0.0556225
-0.032,-0.014,0,-0.061777
-0.032,-0.012,0,-0.0689206
-0.032,-0.01,0,-0.0771276
-0.032,-0.008,0,-0.0864767
-0.032,-0.006,0,-0.097051
-0.032,-0.004,0,-0.108938
-0.032,-0.002,0,-0.122231
-0.032,0,0,-0.137027
-0.032,0.002,0,-0.153428
-0.032,0.004,0,-0.17154
-0.032,0.006,0,-0.191471
-0.032,0.008,0,-0.213335
-0.032,0.01,0,-0.237244
-0.032,0.012,0,-0.263307
-0.032,0.014,0,-0.291626
-0.032,0.016,0,-0.322288
-0.032,0.018,0,-0.355353
-0.032,0.02,0,-0.390836
-0.032,0.022,0,-0.42868
-0.032,0.024,0,-0.468718
-0.032,0.026,0,-0.510617
-0.032,0.028,0,-0.553791
-0.032,0.03,0,-0.597299
-0.032,0.032,0,-0.639696
-0.032,0.034,0,-0.678857
-0.032,0.036,0,-0.711807
-0.032,0.038,0,-0.734595
-0.032,0.04,0,-0.742343
-0.032,0.042,0,-0.729609
-0.032,0.044,0,-0.691316
-0.032,0.046,0,-0.623917
-0.032,0.048,0,-0.527586
-0.032,0.05,0,-0.405419
-0.03,-0.05,0,0
-0.03,-0.048,0,-0.0628355
-0.03,-0.046,0,-0.0414766
-0.03,-0.044,0,-0.0434044
-0.03,-0.042,0,-0.0397448
-0.03,-0.04,0,-0.0381965
-0.03,-0.038,0,-0.0366723
-0.03,-0.036,0,-0.0357249
-0.03,-0.034,0,-0.0352136
-0.03,-0.032,0,-0.0351958
-0.03,-0.03,0,-0.035686
-0.03,-0.028,0,-0.0367187
-0.03,-0.026,0,-0.0383305
-0.03,-0.024,0,-0.0405636
-0.03,-0.022,0,-0.0434646
-0.03,-0.02,0,-0.0470841
-0.03,-0.018,0,-0.0514765
-0.03,-0.016,0,-0.0567001
-0.03,-0.014,0,-0.062817
-0.03,-0.012,0,-0.0698927
-0.03,-0.01,0,-0.0779965
-0.03,-0.008,0,-0.0872012
-0.03,-0.006,0,-0.097583
-0.03,-0.004,0,-0.109221
-0.03,-0.002,0,-0.122198
-0.03,0,0,-0.136597
-0.03,0.002,0,-0.152504
-0.03,0.004,0,-0.170005
-0.03,0.006,0,-0.189184
-0.03,0.008,0,-0.210122
-0.03,0.01,0,-0.23289
-0.03,0.012,0,-0.25755
-0.03,0.014,0,-0.284143
-0.03,0.016,0,-0.312683
-0.03,0.018,0,-0.343138
-0.03,0.02,0,-0.375417
-0.03,0.022,0,-0.409338
-0.03,0.024,0,-0.444594
-0.03,0.026,0,-0.480701
-0.03,0.028,0,-0.516936
-0.03,0.03,0,-0.552254
-0.03,0.032,0,-0.585198
-0.03,0.034,0,-0.613805
-0.03,0.036,0,-0.635543
-0.03,0.038,0,-0.647318
-0.03,0.04,0,-0.645627
-0.03,0.042,0,-0.626933
-0.03,0.044,0,-0.588254
-0.03,0.046,0,-0.528104
-0.03,0.048,0,-0.44679
-0.03,0.05,0,-0.348379
-0.028,-0.05,0,0
-0.028,-0.048,0,-0.0637125
-0.028,-0.046,0,-0.0419423
-0.028,-0.044,0,-0.0438436
-0.028,-0.042,0,-0.0400928
-0.028,-0.04,0,-0.0385067
-0.028,-0.038,0,-0.0369623
-0.028,-0.036,0,-0.0360168
-0.028,-0.034,0,-0.0355222
-0.028,-0.032,0,-0.0355314
-0.028,-0.03,0,-0.0360536
-0.028,-0.028,0,-0.0371185
-0.028,-0.026,0,-0.0387579
-0.028,-0.024,0,-0.0410098
-0.028,-0.022,0,-0.0439166
-0.028,-0.02,0,-0.0475249
-0.028,-0.018,0,-0.0518855
-0.028,-0.016,0,-0.0570526
-0.028,-0.014,0,-0.063084
-0.028,-0.012,0,-0.070041
-0.028,-0.01,0,-0.0779875
-0.028,-0.008,0,-0.0869905
-0.028,-0.006,0,-0.0971189
-0.028,-0.004,0,-0.108443
-0.028,-0.002,0,-0.121036
-0.028,0,0,-0.134967
-0.028,0.002,0,-0.150306
-0.028,0.004,0,-0.16712
-0.028,0.006,0,-0.185469
-0.028,0.008,0,-0.205403
-0.028,0.01,0,-0.226959
-0.028,0.012,0,-0.250153
-0.028,0.014,0,-0.274975
-0.028,0.016,0,-0.301375
-0.028,0.018,0,-0.329249
-0.028,0.02,0,-0.358423
-0.028,0.022,0,-0.388626
-0.028,0.024,0,-0.419459
-0.028,0.026,0,-0.450353
-0.028,0.028,0,-0.48053
-0.028,0.03,0,-0.508941
-0.028,0.032,0,-0.534224
-0.028,0.034,0,-0.554664
-0.028,0.036,0,-0.568197
-0.028,0.038,0,-0.572476
-0.028,0.04,0,-0.565039
-0.028,0.042,0,-0.543617
-0.028,0.044,0,-0.506546
-0.028,0.046,0,-0.453246
-0.028,0.048,0,-0.384573
-0.028,0.05,0,-0.303114
-0.026,-0.05,0,0
-0.026,-0.048,0,-0.0637526
-0.026,-0.046,0,-0.0418836
-0.026,-0.044,0,-0.0437438
-0.026,-0.042,0,-0.0399573
-0.026,-0.04,0,-0.0383543
-0.026,-0.038,0,-0.0368056
-0.026,-0.036,0,-0.0358668
-0.026,-0.034,0,-0.035386
-0.026,-0.032,0,-0.0354125
-0.026,-0.03,0,-0.0359513
-0.026,-0.028,0,-0.037028
-0.026,-0.026,0,-0.0386705
-0.026,-0.024,0,-0.0409131
-0.026,-0.022,0,-0.0437942
-0.026,-0.02,0,-0.047357
-0.026,-0.018,0,-0.0516483
-0.026,-0.016,0,-0.0567187
-0.026,-0.014,0,-0.0626219
-0.026,-0.012,0,-0.0694145
-0.026,-0.01,0,-0.0771557
-0.026,-0.008,0,-0.0859062
-0.026,-0.006,0,-0.0957281
-0.026,-0.004,0,-0.106684
-0.026,-0.002,0,-0.118834
-0.026,0,0,-0.132239
-0.026,0.002,0,-0.146952
-0.026,0.004,0,-0.163022
-0.026,0.006,0,-0.180486
-0.026,0.008,0,-0.199367
-0.026,0.01,0,-0.219672
-0.026,0.012,0,-0.241379
-0.026,0.014,0,-0.264432
-0.026,0.016,0,-0.288732
-0.026,0.018,0,-0.31412
-0.026,0.02,0,-0.340362
-0.026,0.022,0,-0.367127
-0.026,0.024,0,-0.393963
-0.026,0.026,0,-0.420271
-0.026,0.028,0,-0.445269
-0.026,0.03,0,-0.467967
-0.026,0.032,0,-0.487151
-0.026,0.034,0,-0.501374
-0.026,0.036,0,-0.509
-0.026,0.038,0,-0.508284
-0.026,0.04,0,-0.497528
-0.026,0.042,0,-0.475309
-0.026,0.044,0,-0.44074
-0.026,0.046,0,-0.393776
-0.026,0.048,0,-0.335271
-0.026,0.05,0,-0.26742
-0.024,-0.05,0,0
-0.024,-0.048,0,-0.0629384
-0.024,-0.046,0,-0.0412858
-0.024,-0.044,0,-0.0430893
-0.024,-0.042,0,-0.0393246
-0.024,-0.04,0,-0.0377278
-0.024,-0.038,0,-0.0361944
-0.024,-0.036,0,-0.0352712
-0.024,-0.034,0,-0.0348059
-0.024,-0.032,0,-0.0348444
-0.024,-0.03,0,-0.0353888
-0.024,-0.028,0,-0.0364614
-0.024,-0.026,0,-0.0380869
-0.024,-0.024,0,-0.040296
-0.024,-0.022,0,-0.0431241
-0.024,-0.02,0,-0.0466108
-0.024,-0.018,0,-0.0507995
-0.024,-0.016,0,-0.0557372
-0.024,-0.014,0,-0.0614737
-0.024,-0.012,0,-0.0680613
-0.024,-0.01,0,-0.0755542
-0.024,-0.008,0,-0.0840075
-0.024,-0.006,0,-0.0934768
-0.024,-0.004,0,-0.104016
-0.024,-0.002,0,-0.115678
-0.024,0,0,-0.128509
-0.024,0.002,0,-0.142551
-0.024,0.004,0,-0.157834
-0.024,0.006,0,-0.174378
-0.024,0.008,0,-0.192182
-0.024,0.01,0,-0.211225
-0.024,0.012,0,-0.231453
-0.024,0.014,0,-0.252778
-0.024,0.016,0,-0.275059
-0.024,0.018,0,-0.298099
-0.024,0.02,0,-0.321624
-0.024,0.022,0,-0.345269
-0.024,0.024,0,-0.368561
-0.024,0.026,0,-0.3909
-0.024,0.028,0,-0.41154
-0.024,0.03,0,-0.429584
-0.024,0.032,0,-0.443977
-0.024,0.034,0,-0.453532
-0.024,0.036,0,-0.456974
-0.024,0.038,0,-0.453029
-0.024,0.04,0,-0.440545
-0.024,0.042,0,-0.418659
-0.024,0.044,0,-0.386965
-0.024,0.046,0,-0.345676
-0.024,0.048,0,-0.295646
-0.024,0.05,0,-0.238552
-0.022,-0.05,0,0
-0.022,-0.048,0,-0.0612707
-0.022,-0.046,0,-0.0401461
-0.022,-0.044,0,-0.0418768
-0.022,-0.042,0,-0.0381915
-0.022,-0.04,0,-0.0366259
-0.022,-0.038,0,-0.0351293
-0.022,-0.036,0,-0.0342334
-0.022,-0.034,0,-0.0337884
-0.022,-0.032,0,-0.0338371
-0.022,-0.03,0,-0.0343796
-0.022,-0.028,0,-0.0354358
-0.022,-0.026,0,-0.0370275
-0.022,-0.024,0,-0.0391826
-0.022,-0.022,0,-0.0419337
-0.022,-0.02,0,-0.0453173
-0.022,-0.018,0,-0.0493736
-0.022,-0.016,0,-0.0541464
-0.022,-0.014,0,-0.0596817
-0.022,-0.012,0,-0.0660278
-0.022,-0.01,0,-0.0732343
-0.022,-0.008,0,-0.0813512
-0.022,-0.006,0,-0.0904278
-0.022,-0.004,0,-0.100511
-0.022,-0.002,0,-0.111644
-0.022,0,0,-0.123865
-0.022,0.002,0,-0.137201
-0.022,0.004,0,-0.15167
-0.022,0.006,0,-0.167274
-0.022,0.008,0,-0.183993
-0.022,0.01,0,-0.201783
-0.022,0.012,0,-0.220566
-0.022,0.014,0,-0.240226
-0.022,0.016,0,-0.260597
-0.022,0.018,0,-0.281452
-0.022,0.02,0,-0.302496
-0.022,0.022,0,-0.323349
-0.022,0.024,0,-0.343539
-0.022,0.026,0,-0.362487
-0.022,0.028,0,-0.379507
-0.022,0.03,0,-0.3938
-0.022,0.032,0,-0.404474
-0.022,0.034,0,-0.410569
-0.022,0.036,0,-0.411106
-0.022,0.038,0,-0.40517
-0.022,0.04,0,-0.391999
-0.022,0.042,0,-0.371104
-0.022,0.044,0,-0.342367
-0.022,0.046,0,-0.306139
-0.022,0.048,0,-0.263205
-0.022,0.05,0,-0.214926
-0.02,-0.05,0,0
-0.02,-0.048,0,-0.0587666
-0.02,-0.046,0,-0.0384725
-0.02,-0.044,0,-0.0401144
-0.02,-0.042,0,-0.0365649
-0.02,-0.04,0,-0.0350555
-0.02,-0.038,0,-0.0336184
-0.02,-0.036,0,-0.0327632
-0.02,-0.034,0,-0.0323454
-0.02,-0.032,0,-0.032405
-0.02,-0.03,0,-0.0329409
-0.02,-0.028,0,-0.033971
-0.02,-0.026,0,-0.035515
-0.02,-0.024,0,-0.0375986
-0.02,-0.022,0,-0.0402517
-0.02,-0.02,0,-0.0435081
-0.02,-0.018,0,-0.0474055
-0.02,-0.016,0,-0.0519842
-0.02,-0.014,0,-0.0572873
-0.02,-0.012,0,-0.0633592
